id,name_en,name_ko,image_url,types,height,weight,abilities,stats_hp,stats_attack,stats_defense,stats_sp_attack,stats_sp_defense,stats_speed,flavor_text,color,generation
836,boltund,펄스멍,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/836.png,전기,1.0,34.0,"옹골찬턱, 승기",69,90,60,90,60,121,만든 전기를 다리로 보내서 달리는 것을 돕는다. 삼 일 밤낮을 쉬지 않고 달릴 수 있다.,yellow,8
837,rolycoly,탄동,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/837.png,바위,0.3,12.0,"증기기관, 내열, 타오르는불꽃",30,40,50,40,50,30,약 400년 전에 탄광에서 발견되었다. 몸의 대부분이 석탄과 같은 성분이다.,black,8
838,carkol,탄차곤,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/838.png,"바위, 불꽃",1.1,78.0,"증기기관, 불꽃몸, 타오르는불꽃",80,60,90,60,70,50,체내에서 석탄을 만들어 낸다. 과거의 가라르에서는 떨어뜨린 석탄을 생활에 이용했다.,black,8
839,coalossal,석탄산,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/839.png,"바위, 불꽃",2.8,310.5,"증기기관, 불꽃몸, 타오르는불꽃",110,80,120,80,90,30,평소에는 온화하지만 인간이 광산을 훼손시키면 격분해서 1500도의 불꽃으로 태워버린다.,black,8
840,applin,과사삭벌레,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/840.png,"풀, 드래곤",0.2,0.5,"숙성, 먹보, 방탄",40,40,80,40,40,20,평생을 사과 속에서 지내며 천적인 새포켓몬과 마주치면 사과인 척을 해서 몸을 지킨다.,green,8
841,flapple,애프룡,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/841.png,"풀, 드래곤",0.3,1.0,"숙성, 먹보, 의욕",70,110,80,95,60,70,새콤한 사과를 먹고 진화했다. 화상을 입을 정도로 강한 산성을 띠는 액체를 볼주머니에 저장하고 있다.,green,8
842,appletun,단지래플,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/842.png,"풀, 드래곤",0.4,13.0,"숙성, 먹보, 두꺼운지방",110,85,80,100,80,30,달콤한 사과를 먹고 진화했다. 몸에서 달콤한 향기를 내보내서 먹이인 벌레포켓몬을 유인한다.,green,8
843,silicobra,모래뱀,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/843.png,땅,2.2,7.6,"모래뿜기, 탈피, 모래숨기",52,57,75,35,50,46,굴을 파면서 먹은 모래를 목에 있는 주머니에 저장하는데 8kg이나 되는 모래가 들어간다.,green,8
844,sandaconda,사다이사,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/844.png,땅,3.8,65.5,"모래뿜기, 탈피, 모래숨기",72,107,125,65,70,71,온몸을 수축시킨 뒤 100kg의 모래를 콧구멍으로 내뿜는다. 모래가 없으면 무기력해진다.,green,8
845,cramorant,윽우지,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/845.png,"비행, 물",0.8,18.0,그대로꿀꺽미사일,70,85,55,85,95,85,상대를 일격에 쓰러뜨릴 정도로 파워풀하지만 건망증이 심해서 싸우고 있는 상대를 잊어버린다.,blue,8
846,arrokuda,찌로꼬치,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/846.png,물,0.5,1.0,"쓱쓱, 스크루지느러미",41,63,40,40,30,66,날카롭고 뾰족한 턱을 자랑한다. 조금이라도 움직이는 것을 발견하면 일직선으로 돌격한다.,brown,8
847,barraskewda,꼬치조,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/847.png,물,1.3,30.0,"쓱쓱, 스크루지느러미",61,123,60,60,50,136,창처럼 뾰족한 턱은 강철과 같은 단단함을 자랑한다. 살코기는 깜짝 놀랄 정도로 맛있다는 듯하다.,brown,8
848,toxel,일레즌,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/848.png,"전기, 독",0.4,11.0,"주눅, 정전기, 서투름",40,38,35,54,35,40,체내의 독주머니에 저장하고 있는 독소를 피부를 통해 분비한다. 건드리면 찌릿하고 마비된다.,purple,8
849,toxtricity-amped,스트린더,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/849.png,"전기, 독",1.6,40.0,"펑크록, 플러스, 테크니션",75,98,70,114,70,75,가슴에 난 돌기를 긁으면 전기가 일어나며 주위에 기타와 비슷한 소리가 울려퍼진다.,purple,8
850,sizzlipede,태우지네,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/850.png,"불꽃, 벌레",0.7,1.0,"타오르는불꽃, 하얀연기, 불꽃몸",50,65,45,50,50,45,몸속에 모아둔 가연성 가스로 열을 낸다. 특히 배 쪽의 노란 부분이 뜨겁다.,red,8
851,centiskorch,다태우지네,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/851.png,"불꽃, 벌레",3.0,120.0,"타오르는불꽃, 하얀연기, 불꽃몸",100,115,65,90,90,65,발열 시의 체온은 약 800도. 몸을 채찍처럼 휘면서 덤벼든다.,red,8
852,clobbopus,때때무노,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/852.png,격투,0.6,4.0,"유연, 테크니션",50,68,60,50,50,32,먹이를 찾아 지상으로 올라온다. 호기심이 왕성해서 눈에 들어오는 것은 일단 촉수로 때리고 본다.,brown,8
853,grapploct,케오퍼스,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/853.png,격투,1.6,39.0,"유연, 테크니션",80,118,90,70,80,42,온몸이 근육덩어리다. 촉수를 사용해서 펼치는 조르기 기술의 위력은 무시무시하다.,blue,8
854,sinistea,데인차,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/854.png,고스트,0.1,0.2,"깨어진갑옷, 저주받은바디",40,45,45,74,54,50,차게 식은 남은 홍차에 외로움을 타는 영혼이 깃들어 포켓몬이 되었다고 전해진다.,purple,8
855,polteageist,포트데스,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/855.png,고스트,0.2,0.4,"깨어진갑옷, 저주받은바디",60,65,65,134,114,70,앤티크한 찻주전자에 산다. 대부분 위작이지만 매우 드물게 진품이 발견되기도 한다.,purple,8
857,hattrem,손지브림,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/857.png,에스퍼,0.6,4.8,"치유의마음, 위험예지, 매직미러",57,40,65,86,73,49,강한 감정을 품은 자라면 누가 됐든 조용하게 만드는데 그 수단이 매우 난폭하다.,pink,8
858,hatterene,브리무음,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/858.png,"에스퍼, 페어리",2.1,5.1,"치유의마음, 위험예지, 매직미러",57,90,95,136,103,29,두통이 생길 정도의 사이코 파워를 주위에 발산해서 다른 생물이 접근하지 못하게 한다.,pink,8
859,impidimp,메롱꿍,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/859.png,"악, 페어리",0.4,5.5,"짓궂은마음, 통찰, 나쁜손버릇",45,45,30,55,40,50,사람이나 포켓몬이 싫어하는 감정을 가질 때 발생시키는 마이너스 에너지를 코로 빨아들여서 건강해진다.,pink,8
860,morgrem,쏘겨모,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/860.png,"악, 페어리",0.8,12.5,"짓궂은마음, 통찰, 나쁜손버릇",65,60,45,75,55,70,납작 엎드려서 사과하는 척하다가 창처럼 뾰족한 뒷머리로 찌르는 전법을 구사한다.,pink,8
861,grimmsnarl,오롱털,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/861.png,"악, 페어리",1.5,61.0,"짓궂은마음, 통찰, 나쁜손버릇",95,120,65,95,75,60,머리카락을 전신에 휘감아 근력이 올랐다. 괴력몬을 압도하는 파워를 발휘한다.,purple,8
862,obstagoon,가로막구리,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/862.png,"악, 노말",1.6,46.0,"이판사판, 근성, 오기",93,90,101,60,81,95,엄청난 성량을 가졌다. 샤우팅하며 위협하는 모습은 블로킹이라 불린다.,gray,8
863,perrserker,나이킹,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/863.png,강철,0.8,28.0,"전투무장, 단단한발톱, 강철정신",70,110,100,50,60,50,머리의 털이 단단해져서 철로 된 헬멧처럼 되었다. 매우 호전적인 성질을 가졌다.,brown,8
864,cursola,산호르곤,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/864.png,고스트,1.0,0.4,"깨어진갑옷, 멸망의바디",60,95,50,145,130,30,영력이 높아져서 껍질에서 해방되었다. 영체로 핵이 되는 영혼을 지킨다.,white,8
865,sirfetchd,창파나이트,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/865.png,격투,0.8,117.0,"불굴의마음, 배짱",62,135,95,68,82,65,많은 싸움에서 살아남은 자만이 이 모습으로 진화한다. 파가 시들면 전장을 떠난다.,white,8
866,mr-rime,마임꽁꽁,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/866.png,"얼음, 에스퍼",1.5,58.2,"갈지자걸음, 배리어프리, 아이스바디",80,85,75,110,100,70,탭 댄스의 달인이다. 얼음으로 만든 지팡이를 휘두르며 경쾌한 스텝을 선보인다.,purple,8
867,runerigus,데스판,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/867.png,"땅, 고스트",1.6,66.6,떠도는영혼,58,95,145,50,105,30,강한 저주를 담아 그린 고대의 그림이 데스마스의 영혼을 흡수해서 움직이기 시작했다.,gray,8
868,milcery,마빌크,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/868.png,페어리,0.2,0.3,"스위트베일, 아로마베일",45,40,40,50,61,34,크림으로 이루어진 몸을 가졌다. 공기 중을 떠도는 달콤한 향기의 성분이 모여서 태어났다.,white,8
869,alcremie,마휘핑,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/869.png,페어리,0.3,0.5,"스위트베일, 아로마베일",65,60,75,110,121,64,믿을 수 있는 트레이너에게는 크림으로 데코레이션한 나무열매를 대접한다.,white,8
870,falinks,대여르,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/870.png,격투,3.0,62.0,"전투무장, 오기",65,100,100,70,60,75,리더라고 불리는 1마리와 멤버라고 불리는 5마리로 이루어져 있다. 리더의 명령은 절대적이다.,yellow,8
871,pincurchin,찌르성게,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/871.png,전기,0.3,1.0,"피뢰침, 일렉트릭메이커",48,101,95,91,85,15,가시 끝에서 전기를 발산한다. 날카로운 이빨로 바위에 붙은 해초를 갉아 먹는다.,purple,8
872,snom,누니머기,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/872.png,"얼음, 벌레",0.3,3.8,"인분, 얼음인분",30,25,35,45,30,20,냉기가 서린 실을 뿜는다. 실로 몸을 가지에 휘감아서 고드름인 척하고 잠든다.,white,8
873,frosmoth,모스노우,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/873.png,"얼음, 벌레",1.3,42.0,"인분, 얼음인분",70,65,60,125,90,65,날개의 온도는 영하 180도. 냉기가 담긴 인분을 눈처럼 흩뿌리며 산과 들을 날아다닌다.,white,8
874,stonjourner,돌헨진,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/874.png,바위,2.5,520.0,파워스폿,100,125,135,20,20,70,넓은 초원 한복판에 우뚝 서서 해가 기우는 것을 바라보며 지낸다. 다이내믹한 발차기 기술이 특기다.,gray,8
875,eiscue-ice,빙큐보,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/875.png,얼음,1.4,89.0,아이스페이스,75,80,110,65,90,50,매우 추운 곳에서 흘러 흘러 떠내려왔다. 항상 얼음으로 얼굴을 식히고 있다.,blue,8
876,indeedee-male,에써르,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/876.png,"에스퍼, 노말",0.9,28.0,"정신력, 싱크로, 사이코메이커",60,65,55,105,95,95,머리에 달린 뿔로 상대의 기분을 감지한다. 수컷은 집사처럼 주인의 곁에서 시중을 든다.,purple,8
877,morpeko-full-belly,모르페코,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/877.png,"전기, 악",0.3,3.0,꼬르륵스위치,58,95,58,70,58,97,항상 배가 고프다. 호주머니같이 생긴 주머니에 넣어둔 씨앗을 먹어서 전기를 만든다.,yellow,8
878,cufant,끼리동,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/878.png,강철,1.2,100.0,"우격다짐, 헤비메탈",72,80,49,40,49,40,5톤의 짐을 실어도 문제없는 힘이 장사인 포켓몬. 코를 이용해서 땅을 판다.,yellow,8
879,copperajah,대왕끼리동,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/879.png,강철,3.0,650.0,"우격다짐, 헤비메탈",122,130,69,80,69,30,녹색 피부는 물에도 강하다. 오래전에 다른 지방에서 오게 되어 사람과 함께 일했다.,green,8
880,dracozolt,파치래곤,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/880.png,"전기, 드래곤",1.8,190.0,"축전, 의욕, 모래헤치기",90,100,90,80,70,75,고대에는 튼튼한 하반신 덕분에 무적이었으나 먹이인 식물을 모두 먹어버려서 멸종했다.,green,8
881,arctozolt,파치르돈,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/881.png,"전기, 얼음",2.3,150.0,"축전, 정전기, 눈치우기",90,100,90,90,80,55,꽁꽁 언 상반신이 진동하면 전기가 만들어진다. 걷는 것이 매우 서툴다.,blue,8
882,dracovish,어래곤,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/882.png,"물, 드래곤",2.3,215.0,"저수, 옹골찬턱, 모래헤치기",90,90,100,70,80,75,뛰어난 다리와 턱의 힘 덕분에 고대에는 무적이었으나 먹이를 모두 잡아먹어버려서 멸종했다.,green,8
883,arctovish,어치르돈,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/883.png,"물, 얼음",2.0,175.0,"저수, 아이스바디, 눈치우기",90,90,100,80,90,55,주변을 꽁꽁 얼려서 먹이를 잡지만 입이 머리 윗부분에 있어서 먹기 힘들다.,blue,8
884,duraludon,두랄루돈,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/884.png,"강철, 드래곤",1.8,40.0,"라이트메탈, 헤비메탈, 굳건한신념",70,95,115,120,50,85,윤이 나는 금속과도 같은 몸은 가벼우면서도 튼튼하지만 녹슬기 쉽다는 것이 흠이다.,white,8
885,dreepy,드라꼰,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/885.png,"드래곤, 고스트",0.5,2.0,"클리어바디, 틈새포착, 저주받은바디",28,60,30,40,30,82,고대의 바다에 살았다. 고스트포켓몬으로 되살아나 과거의 보금자리를 떠돌고 있다.,green,8
886,drakloak,드래런치,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/886.png,"드래곤, 고스트",1.4,11.0,"클리어바디, 틈새포착, 저주받은바디",68,80,50,60,50,102,비행 속도는 시속 200km. 드라꼰과 함께 싸우며 무사히 진화할 때까지 돌본다.,green,8
887,dragapult,드래펄트,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/887.png,"드래곤, 고스트",3.0,50.0,"클리어바디, 틈새포착, 저주받은바디",88,120,75,100,75,142,뿔에 있는 구멍에 드라꼰을 넣고 지낸다. 싸움이 시작되면 마하의 스피드로 드라꼰을 날린다.,green,8
888,zacian,자시안,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/888.png,페어리,2.8,110.0,불요의검,92,120,115,80,115,138,전설의 영웅이라고 불리는 포켓몬. 금속을 흡수한 뒤 무기로 변화시켜서 싸운다.,blue,8
889,zamazenta,자마젠타,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/889.png,격투,2.9,210.0,불굴의방패,92,120,115,80,115,138,인간의 왕과 힘을 합쳐 가라르를 구한 포켓몬. 금속을 흡수해서 싸운다.,red,8
890,eternatus,무한다이노,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/890.png,"독, 드래곤",20.0,950.0,프레셔,140,85,95,145,95,130,가슴의 코어가 가라르지방의 대지에서 솟아나는 에너지를 흡수해서 활동한다.,purple,8
891,kubfu,치고마,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/891.png,격투,0.6,12.0,정신력,60,90,60,53,50,72,혹독한 수련을 거듭하며 기술을 갈고닦는다. 체득한 기술에 따라 진화했을 때의 모습이 달라진다.,gray,8
892,urshifu-single-strike,우라오스,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/892.png,"격투, 악",1.9,105.0,보이지않는주먹,100,130,100,63,60,97,일격필살이 신조다. 상대의 품으로 파고들어 단련된 주먹을 질러 넣는다.,gray,8
893,zarude,자루도,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/893.png,"악, 풀",1.8,70.0,리프가드,105,120,105,70,95,105,무리 지어 밀림에 산다. 매우 공격적이라 숲에 사는 포켓몬들에게는 두려움의 대상이다.,green,8
894,regieleki,레지에레키,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/894.png,전기,1.2,145.0,트랜지스터,80,100,50,100,50,200,전기 에너지 덩어리다. 몸에 있는 링을 해제하면 숨겨진 힘이 해방된다고 한다.,yellow,8
895,regidrago,레지드래고,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/895.png,드래곤,2.1,200.0,용의턱,200,100,50,100,50,80,팔의 형태가 고대 드래곤포켓몬의 머리라는 학설도 있지만 증명된 바는 없다.,green,8
896,glastrier,블리자포스,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/896.png,얼음,2.2,800.0,백의울음,100,145,130,65,110,30,발굽에서 강력한 냉기를 발산한다. 원하는 것은 무엇이든 힘으로 빼앗는 폭군.,white,8
897,spectrier,레이스포스,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/897.png,고스트,2.0,44.5,흑의울음,100,65,60,145,80,130,시각 이외의 오감을 사용해서 동태를 살핀다. 발에 차인 자는 영혼이 빠져나가 버린다고 한다.,black,8
898,calyrex,버드렉스,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/898.png,"에스퍼, 풀",1.1,7.7,긴장감,100,80,80,80,80,80,치유와 은총의 힘을 가진 자애로운 포켓몬. 먼 옛날 가라르에 군림했었다.,green,8
899,wyrdeer,신비록,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/899.png,"노말, 에스퍼",1.8,95.1,"위협, 통찰, 초식",103,105,72,105,75,65,이 포켓몬에 대한 한국어 설명 데이터가 아직 유니버스에 등록되지 않았습니다.,gray,8
900,kleavor,사마자르,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/900.png,"벌레, 바위",1.8,89.0,"벌레의알림, 우격다짐, sharpness",70,135,95,45,70,85,이 포켓몬에 대한 한국어 설명 데이터가 아직 유니버스에 등록되지 않았습니다.,brown,8
901,ursaluna,다투곰,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/901.png,"땅, 노말",2.4,290.0,"근성, 방탄, 긴장감",130,140,105,45,80,50,이 포켓몬에 대한 한국어 설명 데이터가 아직 유니버스에 등록되지 않았습니다.,brown,8
902,basculegion-male,대쓰여너,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/902.png,"물, 고스트",3.0,110.0,"쓱쓱, 적응력, 틀깨기",120,112,65,80,75,78,이 포켓몬에 대한 한국어 설명 데이터가 아직 유니버스에 등록되지 않았습니다.,green,8
903,sneasler,포푸니크,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/903.png,"격투, 독",1.3,43.0,"프레셔, 곡예, 독수",80,130,60,40,80,120,이 포켓몬에 대한 한국어 설명 데이터가 아직 유니버스에 등록되지 않았습니다.,gray,8
904,overqwil,장침바루,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/904.png,"악, 독",2.5,60.5,"독가시, 쓱쓱, 위협",85,115,95,65,65,85,이 포켓몬에 대한 한국어 설명 데이터가 아직 유니버스에 등록되지 않았습니다.,black,8
905,enamorus-incarnate,러브로스,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/905.png,"페어리, 비행",1.6,48.0,"헤롱헤롱바디, 심술꾸러기",74,115,70,135,80,106,이 포켓몬에 대한 한국어 설명 데이터가 아직 유니버스에 등록되지 않았습니다.,pink,8
906,sprigatito,나오하,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/906.png,풀,0.4,4.1,"심록, 변환자재",40,61,54,45,45,65,이 포켓몬에 대한 한국어 설명 데이터가 아직 유니버스에 등록되지 않았습니다.,green,9
907,floragato,나로테,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/907.png,풀,0.9,12.2,"심록, 변환자재",61,80,63,60,63,83,이 포켓몬에 대한 한국어 설명 데이터가 아직 유니버스에 등록되지 않았습니다.,green,9
908,meowscarada,마스카나,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/908.png,"풀, 악",1.5,31.2,"심록, 변환자재",76,110,70,81,70,123,이 포켓몬에 대한 한국어 설명 데이터가 아직 유니버스에 등록되지 않았습니다.,green,9
909,fuecoco,뜨아거,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/909.png,불꽃,0.4,9.8,"맹화, 천진",67,45,59,63,40,36,이 포켓몬에 대한 한국어 설명 데이터가 아직 유니버스에 등록되지 않았습니다.,red,9
910,crocalor,악뜨거,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/910.png,불꽃,1.0,30.7,"맹화, 천진",81,55,78,90,58,49,이 포켓몬에 대한 한국어 설명 데이터가 아직 유니버스에 등록되지 않았습니다.,red,9
911,skeledirge,라우드본,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/911.png,"불꽃, 고스트",1.6,326.5,"맹화, 천진",104,75,100,110,75,66,이 포켓몬에 대한 한국어 설명 데이터가 아직 유니버스에 등록되지 않았습니다.,red,9
912,quaxly,꾸왁스,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/912.png,물,0.5,6.1,"급류, 자기과신",55,65,45,50,45,50,이 포켓몬에 대한 한국어 설명 데이터가 아직 유니버스에 등록되지 않았습니다.,white,9
913,quaxwell,아꾸왁,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/913.png,물,1.2,21.5,"급류, 자기과신",70,85,65,65,60,65,이 포켓몬에 대한 한국어 설명 데이터가 아직 유니버스에 등록되지 않았습니다.,blue,9
914,quaquaval,웨이니발,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/914.png,"물, 격투",1.8,61.9,"급류, 자기과신",85,120,80,85,75,85,이 포켓몬에 대한 한국어 설명 데이터가 아직 유니버스에 등록되지 않았습니다.,blue,9
915,lechonk,맛보돈,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/915.png,노말,0.5,10.2,"아로마베일, 먹보, 두꺼운지방",54,45,40,35,45,35,이 포켓몬에 대한 한국어 설명 데이터가 아직 유니버스에 등록되지 않았습니다.,gray,9
916,oinkologne-male,퍼퓨돈,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/916.png,노말,1.0,120.0,"lingering-aroma, 먹보, 두꺼운지방",110,100,75,59,80,65,이 포켓몬에 대한 한국어 설명 데이터가 아직 유니버스에 등록되지 않았습니다.,gray,9
917,tarountula,타랜툴라,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/917.png,벌레,0.3,4.0,"불면, 잠복",35,41,45,29,40,20,이 포켓몬에 대한 한국어 설명 데이터가 아직 유니버스에 등록되지 않았습니다.,white,9
918,spidops,트래피더,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/918.png,벌레,1.0,16.5,"불면, 잠복",60,79,92,52,86,35,이 포켓몬에 대한 한국어 설명 데이터가 아직 유니버스에 등록되지 않았습니다.,green,9
919,nymble,콩알뚜기,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/919.png,벌레,0.2,1.0,"벌레의알림, 색안경",33,46,40,21,25,45,이 포켓몬에 대한 한국어 설명 데이터가 아직 유니버스에 등록되지 않았습니다.,gray,9
920,lokix,엑스레그,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/920.png,"벌레, 악",1.0,17.5,"벌레의알림, 색안경",71,102,78,52,55,92,이 포켓몬에 대한 한국어 설명 데이터가 아직 유니버스에 등록되지 않았습니다.,gray,9
921,pawmi,빠모,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/921.png,전기,0.3,2.5,"정전기, 자연회복, 철주먹",45,50,20,40,25,60,이 포켓몬에 대한 한국어 설명 데이터가 아직 유니버스에 등록되지 않았습니다.,yellow,9
922,pawmo,빠모트,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/922.png,"전기, 격투",0.4,6.5,"축전, 자연회복, 철주먹",60,75,40,50,40,85,이 포켓몬에 대한 한국어 설명 데이터가 아직 유니버스에 등록되지 않았습니다.,yellow,9
923,pawmot,빠르모트,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/923.png,"전기, 격투",0.9,41.0,"축전, 자연회복, 철주먹",70,115,70,70,60,105,이 포켓몬에 대한 한국어 설명 데이터가 아직 유니버스에 등록되지 않았습니다.,yellow,9
924,tandemaus,두리쥐,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/924.png,노말,0.3,1.8,"도주, 픽업, 마이페이스",50,50,45,40,45,75,이 포켓몬에 대한 한국어 설명 데이터가 아직 유니버스에 등록되지 않았습니다.,white,9
925,maushold-family-of-four,파밀리쥐,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/925.png,노말,0.3,2.3,"프렌드가드, 볼주머니, 테크니션",74,75,70,65,75,111,이 포켓몬에 대한 한국어 설명 데이터가 아직 유니버스에 등록되지 않았습니다.,white,9
